Text,Polarity
যখনই কোন গুরুত্বপূর্ণ ঘটনা ঘটে তখনই খেলা নামক নাটক দিয়ে মানুষের দৃষ্টি অন্য দিকে ফেরানোর চেষ্টা চালানো হয়,negative
আমাদের চিত্রনায়ক রুবেল ক্রিকেট নিয়ে কিছু কথা বলে ছিলেন কয়এক দিন আগে সেটা শুনে আমাদের কিছু কিছু লোকের মটেও ভাল লাগেনি কিন্তু ভেবে দেখেন ভালই বলে ছেন ওটা ই করা উচিত তাহলে সবাই ভাল খেলবে টাকার পুড়া বলে কথা ৷,negative
সাব্বির দুই ইনিংস এ ১ রান আরো দুই তিনটা ক্যাচ মিস সাকিব এই জায়গায় থাকলে মনে হয় ম্যাচটা আমরা জিততে পারতাম,negative
আচ্ছা আমাতো মনে হয় তুষার ইমরান সাব্বির এর চেয়ে ভালো খেলতো। কি বলেন,negative
এভাবে খেললে আশা করি আমরা বিশ্ব রের্কড করবো ,negative
ক্রিকেটারদের প্রতিযোগিতামূলক ক্রিকেট সম্বন্ধে ধারনা নাই,negative
" হবেনা হবেনা , এদের দিয়ে হবেনা ।",negative
"প্রতিশোধ কে নিল,হাতুরা না মুমিনুল?হাতুরা ছাড়া আমরা আতুর!।",negative
srilanka তাদের যোগ্যতা দিয়ে জিতেছে বাংলাদেশ তাদের উপহার দেয়,positive
মহিলা ক্রিকেট টিম নামিয়ে দিলেই ম্যাচ টা জিততে পারত পাপন কাক্কুরা ।,negative
হালার আমাদেরি লজ্জা নেই***কেন আমরা টাইগারদের খেলা দেখি*** একটা কথা আছে নাচতে ন জানলে উঠান বাঁকা,negative
"নিজের দেশের উইকেট এ ব্যাট করতে পারে না লজ্জা, লজ্জা।*",negative
"নিজের দেশের উইকেট এ ব্যাট করতে পারে না লজ্জা, লজ্জা।*",negative
শুনে অামার হাসি পায় সুজন কেমনে কোচ হয়,negative
হাতুরেসিংহে যা একটা ভালো কোচ তা প্রমাণ করে দিলো এই ছিরজে।,negative
 লজ্জা হওয়া উচিত ওদের,negative
মাঠের বাইরেও এলোমেলো লাগছে বাংলাদেশ দলের টিম ম্যানেজমেন্টকে।,negative
বাতিল সাব্বির পরের টেস্টেই ফিরলেন।,negative
এক টেস্ট দেখেই মোসাদ্দেককে পাঠিয়ে দেওয়া হলো প্রিমিয়ার লিগ ক্রিকেট খেলতে।,negative
